,kGraph,SPF,kShape,kMeans,Time2Feat,DTC,Reservoir,Affinity,Agglomerative,BIRCH,DBSCAN,Gauss.-Mixt.,HDBSCAN,MeanShift,MB-KMeans,OPTICS,Spectral,Ward,Train Size,Test Size,Length,No. of Classes,Type
GunPointMaleVersusFemale,0.7154138090929918,0.3678206230058707,0.0007001525870032294,-0.0005237911099590341,0.06578878991674077,0.18543542496390866,0.0,0.147344738755131,0.2340343619667672,0.2340343619667672,0.0,0.2340343619667672,0.1038793459058956,0.0,0.2340343619667672,0.1665972520974399,0.0458757006355851,0.2340343619667672,135,316,150,2,MOTION
Coffee,0.7695683850611341,0.6570625371940039,0.509108769667226,0.5217123731157451,0.49187701814789575,0.09804405647382948,0.0,0.1099500647309043,0.0026486437117544,-0.008348970929124,0.0,0.0194884287454324,0.0079068205470934,0.0,0.6106883737391612,0.6083198958232658,0.6689908392982976,-0.008348970929124,28,28,286,2,SPECTRO
MixedShapesSmallTrain,0.40260155566236755,0.3296940040795456,0.37651082862555774,0.45203036723562207,0.17285983711679975,0.5119726813900893,0.1811458072739332,0.0194445848190561,4.558238995179605e-05,0.616859555210527,0.0,0.4950364498419212,0.0374873786930265,0.0,0.3783152803688303,0.1172772464186717,0.5690410997510111,0.5313188584410176,100,2425,1024,5,IMAGE
FordB,0.17259138600706575,0.0019430942332875,0.02850379343664018,0.0002552433900525555,0.017990510893529904,0.0011679370143843036,0.0011451078695998,1.6189311390738162e-06,-1.5120757239218234e-05,8.788352812124315e-06,0.0,0.0879143905285632,-0.0002865316919951,0.0,0.0003013186960351,0.0,-7.776184468405968e-05,0.0004139506497328,3636,810,500,2,SENSOR
InsectWingbeatSound,0.22624105178040863,0.261538964652373,0.22282604638637413,0.34255348420464893,0.11829479202365067,0.32034725972624556,0.0,0.0610500449061863,-1.8994317951071291e-06,0.3924680435415868,0.0,0.3862691234211851,0.0122639735437652,-1.648073115440339e-07,0.329454254299202,0.0,0.3831662759987682,0.3594674258000822,2200,2200,256,11,AUDIO
MedicalImages,0.06651668297244485,0.0520625613254332,0.07254531537780888,0.04951887758258403,0.06640522916423298,-0.05048840035942487,-0.0460388272139725,0.0397953589764241,-0.0566932971568313,0.1054319527728056,-0.0054398748758001,0.1116909942603205,-0.0682179423261009,0.0,0.0478890937486733,0.0,-0.0611777277793586,0.0760495361486088,381,760,99,10,IMAGE
Symbols,0.7554387937646481,0.8946222840336752,0.6267092005764077,0.6176682568511549,0.7014110296802328,0.6813718146379628,0.1349650407855413,0.3164982024857813,0.2744431141965809,0.6609078631347838,0.0005298336677307,0.6622240994928495,0.6718646166832998,0.0,0.4216038722008803,0.6732989208535003,0.6737520727471417,0.6540765008225999,25,995,398,6,IMAGE
ArrowHead,0.1718994833926189,0.1607687161367302,0.17582766175095949,0.17607706879323198,0.010709493947436742,0.23482364357751215,0.0278534359563243,0.1528600862679751,-0.00282301212195,0.1926076855371212,0.0,0.2253869287954969,0.112439578982842,0.0,0.2613025379788444,0.0102740460813073,0.1688326145270818,0.1895949324779991,36,175,251,3,IMAGE
ProximalPhalanxOutlineAgeGroup,0.5695384453230149,0.3026064303433463,0.4596567656087595,0.4237439107962008,0.5164839784506602,0.16961290146663213,0.179188939274192,0.1180375461200713,-0.0007865899760984,0.5458656233628092,0.0,0.5364372133965252,-0.0008526572625753,0.0,0.3543316981518347,0.5369190548188248,0.355600837043834,0.5431445772503338,400,205,80,3,IMAGE
EOGHorizontalSignal,0.13841841230195312,0.1338280034095771,0.15715052729708215,0.19007421770874205,0.1923747047993949,0.14879581427323954,0.0938076044041954,0.0351583921193563,5.645473674902764e-05,0.1957278937795329,0.0,0.2465918380545134,0.0413846749295849,0.0,0.2040636057715026,0.0,0.2415668994269404,0.2240243178525766,362,362,1250,12,EOG
TwoPatterns,0.4503698271418523,0.1750964185078644,0.2187528267777931,0.015443085172470903,0.0061716547459696024,0.013770231760871325,0.2304487164593789,0.0116827507177583,1.3367055816848084e-05,0.0382817674605812,0.0,0.0009957581209502,6.417819361614704e-05,0.0,0.0301203490863058,0.0,0.0355925453336404,0.0943756625768111,1000,4000,128,4,SIMULATED
