,kGraph,SPF,kShape,kMeans,Time2Feat,DTC,Reservoir,Affinity,Agglomerative,BIRCH,DBSCAN,Gauss.-Mixt.,HDBSCAN,MeanShift,MB-KMeans,OPTICS,Spectral,Ward,Train Size,Test Size,Length,No. of Classes,Type
NonInvasiveFetalECGThorax1,0.5712784973769182,0.5284330142235144,0.6969640024858033,0.704049203065854,0.4180775793398408,0.45694054785894506,0.0479937231708784,0.4052171016285791,0.0012601187958567,0.7283929249512293,0.0,0.6788830302834205,0.0902395422567789,0.0,0.6477449738561974,0.0,0.745813701210037,0.7261137325512289,1800,1965,750,42,ECG
Lightning7,0.2802920305730524,0.3863014381785629,0.4878472762899905,0.3776994277174981,0.3775636273478589,0.2379295827584159,0.0784140802795105,0.2453232978172997,0.1611438800331164,0.4742841608471613,0.0,0.4508318435111167,0.0428122177259973,0.0,0.4786191837569055,0.0514149990394346,0.4856236636729331,0.5031991979217231,70,73,319,7,SENSOR
Phoneme,0.1526494696454635,0.1337880574257047,0.12655792055707843,0.07116031642535392,0.09082488125402531,0.003641761033472621,0.0306248093132895,0.0002575959096859,0.0059466384882983,0.0768818263429995,0.0,0.0696908506714994,0.0068248827088707,0.0,0.0632243316893696,0.0,0.0932661047884962,0.0770128336604513,214,1896,1024,39,SOUND
SemgHandSubjectCh2,0.17467063313171627,0.2281876830537645,0.1716041085898334,0.2862686649373286,0.2290962327987848,0.28316183713359616,0.0,0.0696186247175684,1.3788062074253953e-05,0.1040137103371343,0.0,0.1283284391602763,0.0836732174736247,0.0,0.0875481549876495,0.0,0.2671644134106967,0.2432106655285919,450,450,1500,5,SPECTRO
MiddlePhalanxOutlineAgeGroup,0.39274710332905505,0.3480021923881121,0.3937153531015048,0.3937148505611019,0.3684128682927026,0.07084450686521289,0.0302538449270827,0.2467644407245268,0.0017165227165183,0.3821980478421227,0.0,0.3843268391534439,0.0038650894369314,0.0,0.3903679111998854,0.4517446575850347,0.3961993008795235,0.391861381841084,400,154,80,3,IMAGE
DistalPhalanxOutlineCorrect,-0.0008380369943926817,0.0008100668395925,-0.0008121999736138627,-0.0008208918681808756,0.011392435854671552,0.07696857371268975,0.0023770456440741,0.1009210846876434,0.0009804709998734,0.0076690025787573,0.0,0.0091450364334761,0.018106128264825,0.0,0.0021072219382642,0.0,0.0058929666163435,0.0072045703605458,600,276,80,2,IMAGE
DistalPhalanxTW,0.4950158973916891,0.4335385204861779,0.5341824600385638,0.5113821027839364,0.424301360376188,0.22801335683339174,0.4471972727990365,0.3708261094249375,0.0076132657904777,0.5437131219214356,0.0,0.4636977742212795,0.1584318045338217,0.0,0.4649028518061844,0.5863514430572502,0.4258981078470306,0.5200429130675599,400,139,80,6,IMAGE
FacesUCR,0.5777503733422684,0.7102325726215305,0.6049963579574096,0.3539056555097525,0.3455991474474657,0.18454368638076804,0.270970353679885,0.5108100096482696,0.0110384833166169,0.4818023781867872,0.0,0.3636717624125563,0.1725118050311033,0.0,0.3208012752536724,0.0,0.5451676571297912,0.5029354901518153,200,2050,131,14,IMAGE
GunPointMaleVersusFemale,0.6118219464680752,0.2856033759838345,-0.001165180729135926,-0.0013997876879645213,0.08456744673766328,0.27043985023062045,0.0,0.3176258268862086,0.340329134271727,0.340329134271727,0.0,0.340329134271727,0.2547951517291371,0.0,0.340329134271727,0.37169729012869,0.1757931966170642,0.340329134271727,135,316,150,2,MOTION
Coffee,0.6877485282770466,0.5497016405740588,0.46819264922714454,0.49096402486560853,0.457988683761606,0.07256255722611722,0.0,0.2751516598589569,0.0017777700063906,-0.0106417572081739,0.0,0.0356625452212547,0.0347952576904784,0.0,0.5944105763216465,0.611361984920669,0.639504658718232,-0.0106417572081739,28,28,286,2,SPECTRO
