,kGraph,SPF,kShape,kMeans,Time2Feat,DTC,Reservoir,Affinity,Agglomerative,BIRCH,DBSCAN,Gauss.-Mixt.,HDBSCAN,MeanShift,MB-KMeans,OPTICS,Spectral,Ward,Train Size,Test Size,Length,No. of Classes,Type
NonInvasiveFetalECGThorax2,0.96875714993374,0.9705371782441612,0.9721229569853775,0.9728376892712536,0.9606041438214554,0.7503273951072554,0.0236129516648249,0.977565614269807,0.2281668931782611,0.96176822994949,0.0236129516648249,0.9695204304990452,0.4646351187527608,0.0236129516648249,0.9627798406092244,0.0236129516648249,0.9717035506574482,0.9679581355767156,1800,1965,750,42,ECG
UWaveGestureLibraryY,0.7899509208047923,0.833854060099543,0.8332124202277275,0.8460895312980252,0.802549500434108,0.8174091727626179,0.659795426371414,0.876024877486569,0.1271502013716476,0.8356956796601118,0.124804631443147,0.8092167370660205,0.5313291506397195,0.124804631443147,0.8456867979788114,0.124804631443147,0.8551309292305679,0.8429652305570938,896,3582,315,8,MOTION
FaceAll,0.9123620374487427,0.902503651005385,0.909649444197421,0.8804242478138431,0.8685657823230077,0.7663978393689376,0.7574085601831267,0.9201161997925004,0.1041126426559952,0.8874118867644879,0.0846495726495726,0.8729307840521713,0.3883721160021738,0.0846495726495726,0.862021441628378,0.0846495726495726,0.8598523788350378,0.8903915814436045,560,1690,131,14,IMAGE
Worms,0.6776762283956203,0.6790758000784243,0.6492745754532018,0.6449672729466414,0.6504811027659639,0.6464171166008104,0.5518655928573583,0.7367960667209604,0.291195366935119,0.6487195728893312,0.2629324646336681,0.6395198021295208,0.51684613760444,0.2629324646336681,0.636171688836606,0.4107018972641993,0.6429282417880735,0.6251621271076524,181,77,900,5,MOTION
HouseTwenty,0.5312156675423931,0.5245601464851525,0.5906058434837991,0.540737202452034,0.609585224106361,0.5382798609452538,0.5040203805429504,0.4959796194570496,0.5025873736167502,0.5240824775097525,0.5040203805429504,0.5614998805827561,0.4970145689037497,0.5040203805429504,0.5240824775097525,0.5040203805429504,0.6148395828357615,0.5915930260329592,34,101,3000,2,DEVICE
ShapesAll,0.97901195440645,0.9817725882680012,0.9783691965526827,0.9720675562969141,0.9664553794829025,0.7468112315818738,0.5608066907608192,0.9859007506255212,0.2176508201278843,0.9649763691965528,0.0158465387823186,0.9720239088128996,0.1090742285237698,0.0158465387823186,0.9713552960800668,0.0158465387823186,0.9791131498470949,0.9718612732832916,600,600,512,60,IMAGE
PigArtPressure,0.9815648445873526,0.9688844917140736,0.9192513809877154,0.9675364828097945,0.9663987138263666,0.7565957622227719,0.0160771704180064,0.9841495589084014,0.6499505317833292,0.971638222442081,0.0160771704180064,0.9654753071151784,0.291450243218732,0.0160771704180064,0.9621362024899004,0.0160771704180064,0.9719473987962732,0.9706694698656112,104,208,2000,52,HEMODYNAMICS
TwoLeadECG,0.86400055741608,0.6662337797109442,0.5422229338172178,0.5020385714137465,0.5003971589569797,0.5107329774370029,0.5006569899630514,0.518312452467678,0.4995708192682135,0.4997828152773516,0.4995693367786391,0.5004232507734889,0.4995826791848086,0.4995693367786391,0.4996894184341648,0.4995693367786391,0.5042184240839326,0.4996227064033172,23,1139,82,2,ECG
ECG5000,0.6967812282456491,0.6471144308861773,0.7572412402480496,0.7448340228045609,0.6767130706141229,0.7593198906447957,0.649827298793092,0.5423172634526905,0.4704968193638728,0.8631007801560312,0.4675046209241848,0.8420051210242049,0.4901171434286857,0.4675046209241848,0.7510660532106421,0.4751444688937787,0.8183740748149629,0.7610669333866773,500,4500,140,5,ECG
ACSF1,0.8301105527638191,0.8556281407035176,0.7439698492462311,0.5274773869346733,0.8494773869346733,0.49418760469011724,0.3393132328308207,0.8673366834170855,0.2925628140703518,0.772964824120603,0.0954773869346733,0.7509045226130653,0.1809045226130653,0.0954773869346733,0.8594974874371859,0.3127638190954774,0.888643216080402,0.8609045226130654,100,100,1460,10,DEVICE
FaceFour,0.8953346203346204,1.0,0.7719111969111969,0.7294401544401545,0.7141248391248392,0.7402402402402402,0.3293114543114543,0.7694658944658944,0.319015444015444,0.8114543114543115,0.2491956241956242,0.8236808236808236,0.2491956241956242,0.2491956241956242,0.7545045045045045,0.7347168597168597,0.8416988416988417,0.8433075933075933,24,88,350,4,IMAGE
CinCECGTorso,0.6521871184825656,0.6521472173421076,0.6257163842817299,0.6781528352638736,0.7005959364360936,0.7024307933577504,0.5511833037217905,0.7520094492253024,0.6247377145182582,0.6711937587469851,0.2494714587737843,0.679610715739114,0.3140785516481553,0.2494714587737843,0.676928803263556,0.2494714587737843,0.9964892951791084,0.5438972098978649,40,1380,1639,4,ECG
SyntheticControl,0.8592253756260433,0.9840756816917084,0.8758608792431831,0.8653834168057873,0.8913021702838064,0.8416063810053793,0.6899091077722129,0.8480578742348358,0.1787534780189204,0.8705119643850863,0.1652754590984975,0.8817306622148025,0.4269616026711185,0.1652754590984975,0.8631719532554257,0.8643572621035058,0.7531719532554257,0.8035948803561491,300,300,60,6,SIMULATED
Car,0.7235294117647059,0.815406162464986,0.6596358543417367,0.6541456582633054,0.5917086834733893,0.6695144724556489,0.5765639589169002,0.7680672268907563,0.269187675070028,0.6945378151260504,0.2436974789915966,0.6563025210084034,0.4948179271708683,0.2436974789915966,0.6144257703081233,0.4022408963585434,0.6992997198879551,0.6488795518207283,60,60,577,4,SENSOR
Adiac,0.9388364686956235,0.9601037460192392,0.9521553563807086,0.9281762369086313,0.9466574739814178,0.557509001170973,0.0260776781903542,0.93416395810762,0.3421386125611477,0.9123740109655604,0.0260776781903542,0.933563150464559,0.1128631931448832,0.0260776781903542,0.9367083620604748,0.1732657014347155,0.96117732033225,0.9246363964673824,390,391,176,37,IMAGE
SmallKitchenAppliances,0.7146054294615042,0.6281093012906096,0.48403026257231874,0.46602082777036047,0.37607619047619045,0.5813701231271325,0.3345782524847945,0.6676564307966177,0.3342340898976413,0.3388126390743213,0.3324432576769025,0.5369790832220739,0.5551188251001336,0.3738958611481976,0.4076404094348019,0.3324432576769025,0.3978068535825545,0.3342340898976413,375,375,720,3,DEVICE
HandOutlines,0.5821780510042495,0.559596700665945,0.6466255405138813,0.6722667192740186,0.5083060254967929,0.6037180601394451,0.538130555096426,0.4633484934925061,0.5385368402531551,0.64959238188672,0.538130555096426,0.6815236226559959,0.6161778270675489,0.538130555096426,0.5575266724605845,0.551246847557757,0.6576967577164855,0.7233198082675297,1000,370,2709,2,IMAGE
Rock,0.6679089026915113,0.7288612836438924,0.5442650103519668,0.6862111801242236,0.7706832298136644,0.7035196687370601,0.2658385093167701,0.7494824016563147,0.4732919254658385,0.6919254658385093,0.2658385093167701,0.6327122153209109,0.724223602484472,0.2658385093167701,0.6360248447204969,0.6832298136645962,0.6993788819875777,0.6153209109730848,20,50,2844,4,SPECTRO
FiftyWords,0.9493189263188775,0.9545822128783064,0.9541167554881923,0.952434361707329,0.9429267100180903,0.8006209358040385,0.1106569533401782,0.95797926954481,0.1609788295115631,0.9551630567642888,0.0442331198357209,0.9523052852882218,0.1306605387962646,0.0442331198357209,0.9526108639319416,0.0442331198357209,0.9516672370801348,0.9555688652031488,450,455,270,50,IMAGE
ShapeletSim,0.5043417085427135,0.546462311557789,0.734251256281407,0.4988442211055276,0.9940603015075377,0.5042713567839195,0.5037688442211056,0.5025125628140703,0.4975376884422111,0.4987437185929648,0.4974874371859296,0.5015577889447236,0.4975376884422111,0.4974874371859296,0.4982914572864321,0.4974874371859296,0.5025125628140703,0.4979396984924623,20,180,500,2,SIMULATED
StarLightCurves,0.7690360897999706,0.7135682340916397,0.7720553480261204,0.7696935252301264,0.6908710178832248,0.7016008151838545,0.6323519956630242,0.5708111875026819,0.4316417736861221,0.7893946687745019,0.4313332190625276,0.698111178615821,0.4328728970205099,0.4313332190625276,0.7765052032687704,0.4313332190625276,0.7684301184391108,0.7611130664289334,1000,8236,1024,3,SENSOR
ElectricDevices,0.7709714987797298,0.772625926710256,0.7011712061704024,0.724479501861474,0.7628801729208311,0.704647631765066,0.654854048477509,0.8177523243115954,0.1827874968730707,0.7111485879344676,0.2201881937008249,0.7643460204077902,0.4530110314320539,0.1830409535561421,0.7393771805855779,0.1824342906232675,0.6743657039658025,0.718224079640794,8926,7711,96,7,DEVICE
Earthquakes,0.49970762991606155,0.4999452985004244,0.5434311044044138,0.49970008488163725,0.5180118834292182,0.3959602628186991,0.6772234273318872,0.3227765726681127,0.674639253041592,0.5036876355748373,0.6772234273318872,0.4991040271621239,0.6644911817410167,0.6772234273318872,0.5008959728378761,0.6772234273318872,0.4993115156087899,0.5175893615014618,322,139,512,2,SENSOR
PowerCons,0.5263943051686784,0.5333302383163108,0.5123429278861034,0.5703064066852368,0.5264716805942433,0.5796760548849685,0.4986072423398329,0.5476323119777159,0.5047972763850201,0.5047972763850201,0.4986072423398329,0.6412256267409471,0.5079696688331786,0.4986072423398329,0.5951872485298669,0.506793562364593,0.5036211699164346,0.5047972763850201,180,180,144,2,DEVICE
DiatomSizeReduction,0.9055087943344748,0.9079236082893132,0.931320988370968,0.7895358061957005,0.670238578974865,0.908264158975252,0.2759234534935469,0.7941603297149823,0.7311584528163154,0.939436156421122,0.2759234534935469,0.9221377295330973,0.3274123952709893,0.2759234534935469,0.92892939378108,0.8440432654166908,0.9880033281089762,0.7311584528163154,16,306,345,4,IMAGE
PigCVP,0.9821296067276775,0.9654423283040646,0.862964795119136,0.9575686371506308,0.9632987055816636,0.7872523153873635,0.0531783329210981,0.983737323769478,0.3653227801137769,0.9556228872949132,0.0160771704180064,0.9550251463434744,0.2907906669964548,0.0160771704180064,0.9552724874268282,0.0160771704180064,0.9654753071151784,0.9527166295655042,104,208,2000,52,HEMODYNAMICS
ProximalPhalanxTW,0.7834776421651798,0.7431021837885173,0.797484538339445,0.8052542280116031,0.7629215697006184,0.5749001149362377,0.7779395398901721,0.7381916698593399,0.2985386678342729,0.7827376717202124,0.2891576815718898,0.8613157462645723,0.3185266268950796,0.2891576815718898,0.7855453998139128,0.7781183295933446,0.770702205681134,0.8156532209512342,400,205,80,6,IMAGE
